Pos,Channel,Cell,MothCell,BirthFr,DivFr,Lb,Lri1,Lri2,Lri3,Lrt,Ln,Lc,Ld,Tri1,Tri2,Tri3,Trt,Tn,Tc,Td
1,4,1,1,233,260,1.647,1.238,2.799,2.799,1.711,2.723,2.857,3.878,-52,64.0,64.0,24,60,68,108
1,4,1,1,260,281,1.945,1.549,2.75,2.75,2.025,2.826,2.896,3.677,-44,40.0,40.0,16,48,52,84
1,4,3,3,17,39,1.83,1.397,2.901,2.901,2.213,2.394,2.553,3.369,-36,60.0,60.0,32,44,52,88
1,4,15,15,128,157,1.861,1.224,2.395,2.395,1.877,2.678,2.783,3.463,-76,48.0,48.0,4,68,76,116
1,4,15,15,157,198,1.747,1.291,2.281,2.281,2.024,2.255,2.488,3.819,-68,80.0,80.0,36,88,100,164
1,4,17,1,75,117,1.498,1.112,2.165,2.463,1.615,2.477,2.646,3.66,-100,84.0,104.0,8,108,120,168
1,4,19,15,73,92,1.939,1.18,2.036,1.991,1.877,2.3,2.776,3.491,-80,12.0,8.0,-8,28,40,76
1,4,26,15,128,155,1.735,1.099,1.975,1.975,1.569,1.993,2.084,3.172,-72,52.0,52.0,-8,48,56,108
1,4,29,1,171,216,2.01,1.325,,,1.961,2.938,3.341,3.995,-92,,,12,108,136,180
1,4,31,31,250,273,2.053,1.134,2.476,2.476,2.092,2.546,2.967,3.736,-84,40.0,40.0,8,48,60,92
1,4,33,31,226,252,1.654,0.989,2.294,2.294,2.036,1.964,2.294,2.675,-40,64.0,64.0,36,44,64,104
1,4,34,1,234,261,1.889,1.327,2.272,2.365,2.308,2.446,2.643,3.153,-48,56.0,60.0,20,64,76,108
1,4,34,34,261,296,1.498,1.093,2.638,2.483,1.726,2.483,2.705,2.95,-48,100.0,96.0,28,96,104,140
1,4,39,1,260,284,1.933,1.25,2.149,2.149,1.942,2.719,2.719,3.873,-44,48.0,48.0,8,64,64,96
1,5,1,1,81,101,2.051,1.375,2.846,2.846,2.367,2.683,2.803,3.607,-48,56.0,56.0,28,48,52,80
1,5,1,1,101,124,1.637,1.311,2.602,2.602,2.145,2.602,2.719,3.5,-24,64.0,64.0,32,64,68,92
1,5,1,1,125,146,2.039,1.361,2.807,2.807,2.135,2.468,2.577,3.338,-36,60.0,60.0,16,40,48,84
1,5,1,1,146,177,1.602,1.481,2.68,2.562,2.424,2.801,2.824,3.621,-16,84.0,80.0,48,92,96,124
1,5,1,1,177,199,1.746,1.293,3.046,2.948,2.031,2.724,2.83,3.665,-40,64.0,60.0,20,52,56,88
1,5,1,1,200,224,2.071,1.693,2.826,2.826,2.487,2.826,3.016,3.969,-28,48.0,48.0,32,48,56,96
1,5,1,1,225,253,2.105,1.473,3.137,3.137,2.326,2.748,3.014,3.956,-52,80.0,80.0,28,68,76,112
1,5,2,2,35,58,2.04,1.404,2.634,2.748,2.164,2.748,2.748,3.78,-52,40.0,44.0,12,44,44,92
1,5,11,2,33,58,1.843,1.307,2.715,2.482,2.219,2.953,3.287,4.387,-48,44.0,36.0,24,56,64,100
1,5,11,11,57,82,2.184,1.34,2.435,2.435,1.797,2.994,3.078,4.046,-56,36.0,36.0,-12,56,60,100
1,5,16,1,63,82,2.006,1.397,2.48,2.538,2.029,2.545,2.48,3.159,-52,36.0,40.0,4,44,36,76
1,5,17,1,81,99,1.911,1.295,2.736,2.736,2.074,2.736,2.925,3.307,-48,44.0,44.0,12,44,52,72
1,5,17,17,99,132,1.709,1.568,2.651,2.579,2.065,3.594,3.594,4.528,-12,76.0,72.0,40,104,104,132
1,5,18,16,82,111,1.726,1.393,2.518,2.559,2.286,2.518,2.55,3.214,-32,72.0,68.0,52,72,80,116
1,5,20,17,99,126,1.598,1.374,2.903,2.903,2.402,2.488,2.473,3.25,-24,92.0,92.0,56,72,76,108
1,5,21,1,101,128,1.97,1.588,2.881,2.881,2.651,2.792,2.899,3.555,-20,52.0,52.0,40,64,68,108
1,5,21,21,128,166,1.733,1.439,2.92,2.885,2.191,2.439,2.433,2.92,-44,152.0,148.0,60,80,96,152
1,5,23,21,128,160,1.822,1.396,2.768,2.768,2.286,2.276,2.342,3.236,-56,92.0,92.0,36,68,76,128
