Pos	Channel	Cell	MothCell	BirthFr	DivFr	Td	Tri1	Tri2	Tri3	Trt	Tn	Tc	Lb	Lri1	Lri2	Lri3	Lrt	Ln	Lc	Ld	Time
1	1	33	29	171	219	192	-36	96	96	88	100	100	1,473	1,128	2,053	2,053	1,997	2,126	2,126	3,366	516
10	4	29	29	181	219	152	-116	48	48	16	60	96	1,94	1,417	2,327	2,327	2,043	2,515	2,795	3,615	516
2	3	21	21	181	219	152	-72	40	40	32	52	80	1,584	1,253	1,83	1,83	1,89	1,976	2,218	3,372	516
4	2	21	21	166	219	212	-84	76	72	48	92	120	1,483	1,012	2,149	2,159	1,816	2,288	2,579	3,997	516
5	1	24	1	148	219	284	-24	228	224	172	200	216	1,202	1,052	2,469	2,476	1,99	2,163	2,391	2,992	516
7	5	26	1	128	220	368	0	208	220	200	276	280	1,283	1,283	2,36	2,452	2,327	2,799	2,794	3,835	520
6	1	27	18	177	221	176	-152	72	76	4	76	88	1,707	1,055	2,176	2,237	1,698	2,237	2,326	4,914	524
5	3	1	1	177	221	176	-88	64	64	36	36	32	1,509	0,966	2,038	2,038	1,803	1,803	1,752	3,519	524
8	1	1	1	183	221	152	-80	72	68	60	64	68	1,397	0,999	2,088	2,045	1,91	1,963	2,045	2,912	524
2	2	30	1	141	221	320	-24	168	172	156	224	244	1,432	1,253	2,187	2,177	2,109	2,555	2,758	3,925	524
6	3	21	21	179	221	168	-108	72	72	44	96	76	1,782	1,54	2,288	2,288	2,078	2,583	2,438	3,62	524
10	1	36	31	184	221	148	-92	8	8	-12	64	64	1,639	1,052	1,78	1,78	1,477	2,318	2,318	3,599	524
10	1	31	31	184	222	152	-100	8	8	-8	56	84	1,784	1,045	1,864	1,864	1,667	2,312	2,574	3,425	528
5	5	1	1	180	222	168	-84	48	48	20	92	88	1,761	1,148	2,145	2,145	1,9	2,503	2,438	3,21	528
5	5	30	1	180	222	168	-84	32	36	28	88	96	1,722	1,064	1,894	1,896	1,882	2,52	2,632	3,634	528
9	1	1	1	184	222	152	-84	40	40	28	64	68	1,585	0,974	1,966	1,966	1,801	2,179	2,197	3,351	528
10	2	30	30	194	223	116	-120	4	4	-8	44	64	1,97	1,079	2,031	2,031	1,983	2,479	2,813	3,729	532
6	4	1	1	185	223	152	-124	12	12	-4	28	64	1,669	1,051	1,814	1,814	1,654	1,872	2,166	3,331	532
2	3	34	1	192	223	124	-100	60	48	28	48	60	1,882	1,165	2,375	2,198	2,008	2,198	2,375	3,187	532
9	1	30	30	187	223	144	-92	28	28	12	60	84	1,605	1,08	1,879	1,879	1,72	2,157	2,554	3,302	532
9	1	33	1	184	224	160	-96	28	32	24	76	84	1,615	0,887	1,721	1,76	1,704	2,302	2,451	3,525	536
6	3	26	26	192	224	128	-132	8	8	-32	44	52	1,967	1,049	2,011	2,011	1,567	2,433	2,481	3,78	536
4	1	21	21	187	224	148	-120	28	28	4	64	92	1,547	1,055	1,77	1,77	1,572	2,203	2,529	3,517	536
1	3	32	27	187	224	148	-56	100	88	84	84	88	1,532	1,311	1,972	1,796	1,88	1,88	1,796	2,697	536
9	1	34	30	185	225	160	-84	44	44	16	36	60	1,487	1,023	1,882	1,882	1,571	1,806	2,112	3,638	540
5	4	23	2	176	225	196	-16	140	148	132	132	128	1,319	1,533	2,355	2,404	2,262	2,262	2,205	3,075	540
2	5	38	38	185	225	160	-112	20	24	8	88	88	1,704	1,073	1,939	2,013	1,762	2,548	2,548	3,406	540
5	4	2	2	175	226	204	-28	200	200	172	136	144	1,596	1,39	2,856	2,856	2,716	2,27	2,315	2,887	544
8	1	28	25	180	226	184	-80	76	76	64	60	68	1,613	1,104	2,14	2,14	1,975	2,047	2,168	3,624	544
10	3	40	32	194	226	128	-152	-12	-12	-48	52	60	2,013	1,12	1,949	1,949	1,851	2,479	2,579	3,719	544
1	4	23	23	192	226	136	-68	120	112	76	56	64	1,576	1,252	2,457	2,361	1,927	1,808	1,84	2,671	544
1	1	1	1	173	226	212	-44	92	92	84	108	104	1,357	1,096	2,083	2,083	2,014	2,16	2,154	3,359	544
4	3	1	1	194	227	132	-120	16	16	-12	44	48	1,707	1,065	1,821	1,821	1,626	2,199	2,233	3,198	548
9	5	53	1	192	227	140	-112	8	12	-4	56	76	1,745	1,012	1,829	1,856	1,683	2,378	2,637	3,554	548
4	4	31	1	185	227	168	-76	52	56	48	56	92	1,568	1,139	2,03	2,043	1,984	2,043	2,555	3,735	548
9	5	1	1	191	227	144	-116	4	4	-32	72	68	1,809	1,033	1,728	1,728	1,452	2,453	2,391	3,176	548
8	5	32	1	193	227	136	-52	92	96	76	64	68	1,488	1,113	2,191	2,272	2,022	1,914	1,927	2,598	548
4	4	1	1	184	227	172	-64	64	72	64	60	112	1,45	0,969	1,903	1,998	1,903	1,91	2,471	3,192	548
2	1	38	32	202	227	100	-68	80	80	72	64	76	1,625	1,136	2,664	2,664	2,398	2,255	2,415	2,836	548
10	3	32	32	193	227	136	-136	-24	-28	-60	52	60	1,793	0,942	1,588	1,571	1,285	2,247	2,358	3,391	548
3	3	30	19	196	228	128	-108	32	32	-12	68	84	1,578	0,791	1,775	1,775	1,338	2,399	2,57	3,268	552
3	1	18	18	167	228	244	-96	92	92	80	120	136	1,918	1,389	2,189	2,189	2,075	2,272	2,344	3,653	552
10	2	34	30	193	228	140	-104	20	20	12	52	68	1,727	1,032	1,978	1,978	1,832	2,342	2,494	3,363	552
2	1	33	1	185	228	172	-88	132	128	92	104	112	1,604	1,207	2,431	2,414	2,127	2,217	2,199	2,891	552
8	2	20	1	190	228	152	-84	52	52	40	40	60	1,877	1,373	2,184	2,184	2,045	2,045	2,318	3,402	552
3	1	25	1	184	229	180	-36	136	132	108	104	108	1,514	1,246	2,382	2,356	2,191	2,207	2,191	2,93	556
3	1	1	1	184	229	180	-36	104	108	88	88	88	1,476	1,194	2,27	2,315	2,052	2,052	2,052	2,962	556
6	3	29	1	195	229	136	-136	20	16	8	48	64	1,712	1,065	1,896	1,845	1,812	2,124	2,366	3,309	556
6	1	28	1	191	230	156	-112	40	40	32	80	96	1,642	1,149	2	2	1,916	2,365	2,608	3,543	560
10	5	1	1	196	230	136	-32	108	104	96	88	96	1,401	1,269	2,621	2,497	2,341	2,187	2,341	2,998	560
4	1	33	1	200	232	128	-120	48	44	24	44	48	1,523	0,934	2,07	2,008	1,748	2,008	2,07	3,17	568
8	4	34	1	206	232	104	-80	24	24	4	24	24	1,686	1,044	1,987	1,987	1,716	1,987	1,987	3,314	568
4	3	25	25	191	232	164	-108	16	16	-24	84	92	1,679	1,132	1,804	1,804	1,534	2,268	2,386	3,624	568
3	3	19	19	197	232	140	-124	32	28	20	44	44	1,637	0,887	1,798	1,897	1,684	1,865	1,865	3,16	568
4	3	33	25	192	233	164	-116	32	32	4	72	84	1,328	0,848	1,608	1,608	1,397	2,089	2,133	3,492	572
8	1	25	25	180	233	212	-84	72	76	64	104	116	1,557	1,098	2,009	2,041	1,93	2,258	2,382	3,435	572
4	1	28	28	201	233	128	-104	32	32	12	60	80	1,698	1,089	1,95	1,95	1,844	2,29	2,619	3,33	572
8	5	1	1	192	234	168	-44	128	116	60	96	112	1,286	1,181	2,455	2,283	1,639	1,966	2,226	2,993	576
4	1	34	28	200	234	136	-132	44	44	8	44	48	1,45	0,837	1,793	1,793	1,464	1,793	1,868	3,414	576
3	5	31	1	169	234	260	-68	84	84	76	136	128	1,369	1,187	1,73	1,73	1,704	2,113	2,09	3,571	576
6	1	1	1	191	234	172	-104	56	60	40	92	104	1,429	0,883	1,839	1,844	1,746	2,102	2,202	3,243	576
7	5	1	1	190	235	180	-60	124	128	76	88	96	1,446	1,103	2,267	2,313	1,891	2,011	2,026	2,854	580
8	2	1	1	191	235	176	-96	56	60	36	52	56	1,616	1,165	2,136	2,192	1,93	2,096	2,136	3,557	580
6	1	26	26	202	236	136	-148	28	28	8	76	80	1,823	1,151	2,089	2,089	1,897	2,603	2,662	3,494	584
4	4	26	26	183	236	212	-76	112	112	88	72	96	1,636	1,071	2,026	2,026	1,917	1,89	2,024	3,162	584
8	5	25	25	200	237	148	-80	100	100	72	60	60	1,393	1,161	2,102	2,102	1,99	1,816	1,816	2,552	588
10	4	37	37	209	237	112	-116	-4	-4	-32	24	52	1,801	0,974	1,801	1,801	1,59	1,968	2,41	3,688	588
7	3	29	24	202	237	140	-56	56	56	48	68	64	1,498	1,373	1,701	1,701	1,628	1,945	1,872	3,267	588
3	5	37	24	206	237	124	-112	4	4	-20	40	44	1,683	1,022	1,85	1,85	1,543	2,222	2,309	4,07	588
2	1	32	32	203	237	136	-68	64	56	52	56	56	1,571	1,311	2,265	2,162	2,012	2,162	2,162	3,566	588
10	4	39	37	209	237	112	-124	16	16	-32	28	52	1,716	0,854	1,856	1,856	1,378	2,037	2,371	3,598	588
7	3	24	24	203	237	136	-68	48	64	48	60	60	1,795	1,359	2,09	2,436	2,09	2,254	2,254	3,226	588
3	1	26	22	194	238	176	-92	52	52	28	80	68	1,674	1,269	2,053	2,053	1,879	2,17	2,047	3,309	592
7	3	1	1	198	238	160	-56	64	64	56	60	72	1,543	1,052	2,154	2,154	2,026	2,107	2,236	3,252	592
2	5	50	44	199	238	156	-96	72	72	28	84	96	1,434	1,056	2,101	2,101	1,594	2,118	2,367	3,153	592
1	4	18	18	183	239	224	-36	124	128	120	124	140	1,346	1,165	2,041	2,065	1,96	2,041	2,186	3,185	596
6	1	29	26	202	239	148	-148	20	28	8	52	64	1,439	0,921	1,661	1,684	1,503	1,932	2,093	3,382	596
4	4	32	26	182	239	228	-64	108	108	100	112	124	1,581	1,296	1,87	1,87	1,91	1,767	2,199	3,477	596
1	1	38	34	207	239	128	-56	100	104	76	64	76	1,499	1,089	2,396	2,473	2,074	2,07	2,074	2,737	596
6	5	1	1	183	240	228	-48	100	96	84	140	164	1,276	1,065	1,823	1,807	1,682	2,076	2,33	3,12	600
4	1	1	1	200	240	160	-132	44	44	20	64	72	1,426	0,872	1,806	1,806	1,674	1,987	2,055	3,146	600
5	2	34	31	202	240	152	-52	60	60	48	68	72	1,639	1,262	2,134	2,134	1,986	2,352	2,269	3,671	600
3	5	24	24	207	240	132	-128	0	8	-12	44	64	1,784	0,891	1,784	1,838	1,638	2,227	2,463	3,536	600
1	3	27	27	187	240	212	-52	112	112	108	100	92	1,494	1,18	2,171	2,171	2,165	2,106	2,072	3,079	600
2	1	37	29	198	241	172	-32	100	100	72	104	112	1,575	1,336	2,378	2,378	2,012	2,509	2,535	3,8	604
10	3	41	36	212	241	116	-128	8	12	-16	40	56	1,79	0,988	1,877	1,863	1,587	2,294	2,452	3,275	604
1	4	32	1	202	241	156	-68	72	68	64	84	92	1,63	1,243	2,31	2,257	2,208	2,495	2,612	3,955	604
2	2	38	1	210	241	124	-68	48	48	44	64	72	1,569	1,096	1,99	1,99	1,946	2,184	2,268	3,232	604
3	3	32	23	211	242	124	-116	4	4	-32	56	48	1,709	1,072	1,691	1,691	1,542	2,072	1,99	3,181	608
7	3	28	1	199	242	172	-64	56	56	44	96	100	1,832	1,399	2,226	2,226	2,114	2,689	2,762	3,731	608
2	5	44	44	199	242	172	-92	100	96	96	96	100	1,41	1,001	2,222	2,173	2,173	2,173	2,222	2,882	608
5	5	27	27	208	242	136	-72	52	52	32	60	68	1,641	1,086	2,067	2,067	1,969	2,183	2,362	3,458	608
3	5	1	1	207	243	144	-80	68	64	60	68	72	1,241	0,881	1,858	1,818	1,751	1,858	1,851	2,441	612
7	4	1	1	198	243	180	-36	84	80	76	96	108	1,259	1,093	1,872	1,786	1,749	1,969	2,111	3,282	612
10	2	1	1	198	243	180	-112	28	12	-4	104	120	1,466	0,946	1,604	1,541	1,406	2,165	2,385	3,427	612
2	1	1	1	185	243	232	-72	192	204	124	136	152	1,466	1,127	2,481	2,564	2,046	2,105	2,159	2,886	612
6	5	23	23	187	243	224	-104	76	84	60	124	140	1,484	1,075	1,925	1,98	1,749	2,35	2,447	3,389	612
7	4	30	1	198	243	180	-48	104	104	88	112	92	1,37	1,232	1,94	1,94	1,805	2,106	1,822	3,148	612
8	4	35	30	214	244	120	-112	24	24	16	40	40	1,449	0,764	1,683	1,683	1,588	1,858	1,858	2,94	616
5	1	29	1	203	244	164	-72	104	104	76	72	72	1,613	1,073	2,326	2,326	2,133	2,083	2,083	3,113	616
10	4	1	1	215	244	116	-144	-16	-16	-64	48	72	1,759	0,794	1,635	1,635	1,326	2,392	2,603	3,391	616
5	2	31	31	203	244	164	-52	80	80	76	60	76	1,518	1,161	2,186	2,186	2,157	1,989	2,157	3,46	616
6	3	1	1	195	244	196	-136	16	20	4	76	100	1,554	0,998	1,671	1,704	1,577	2,181	2,348	3,347	616
3	1	22	22	195	244	196	-100	44	44	40	108	104	1,747	1,222	1,992	1,992	1,972	2,455	2,447	3,556	616
5	1	19	19	183	245	248	-36	188	184	152	144	148	1,228	1,044	2,511	2,482	2,15	2,098	2,137	3,034	620
4	5	1	1	212	245	132	-52	68	68	44	56	64	1,287	1,091	2,071	2,071	1,678	1,88	2,002	3,039	620
5	3	34	34	209	245	144	-96	20	20	4	44	56	1,792	1,051	1,813	1,813	1,681	2,07	2,376	3,547	620
3	5	35	1	208	245	148	-80	56	52	32	72	68	1,258	0,852	1,734	1,673	1,418	1,84	1,834	2,729	620
10	2	35	1	195	245	200	-104	40	36	24	124	124	1,561	0,939	1,791	1,785	1,718	2,64	2,64	3,823	620
1	3	1	1	210	246	144	-20	116	120	56	76	84	1,836	1,682	3,237	3,308	2,337	2,632	2,784	3,73	624
1	3	33	1	210	246	144	-160	-16	-8	-40	48	92	1,798	1,016	1,696	1,758	1,467	2,232	2,805	3,539	624
2	2	1	1	211	246	140	-64	92	92	44	80	68	1,446	1,237	2,381	2,381	1,745	2,137	1,918	3,052	624
2	2	30	30	221	247	104	-140	-12	-8	-16	56	68	1,907	1,171	1,784	1,765	1,745	2,768	2,996	3,699	628
2	5	49	1	198	247	196	-88	64	72	60	88	124	1,418	0,902	1,858	1,909	1,825	2,125	2,486	3,624	628
8	5	37	30	202	247	180	-28	116	116	104	116	108	1,45	1,34	1,855	1,855	1,723	1,855	1,726	3,499	628
10	3	36	36	212	248	144	-132	-12	-8	-24	64	68	1,784	0,908	1,635	1,681	1,59	2,38	2,427	3,961	632
3	4	1	1	210	248	152	-80	76	84	60	80	72	1,35	1,021	1,957	1,995	1,75	1,984	1,915	2,914	632
7	5	30	1	191	248	228	-48	92	92	80	136	132	1,501	1,256	1,955	1,955	1,949	2,428	2,37	3,482	632
4	5	27	1	213	248	140	-48	72	68	60	64	68	1,32	1,08	2,011	1,988	1,89	1,903	1,988	3,076	632
1	1	34	34	207	248	164	-52	92	96	88	100	96	1,448	1,239	2,176	2,247	2,078	2,351	2,247	3,204	632
5	3	38	38	218	249	124	-120	-8	-8	-36	56	60	1,524	0,821	1,523	1,523	1,263	2,113	2,177	3,11	636
2	1	29	29	199	249	200	-36	104	104	100	124	144	1,589	1,277	2,362	2,362	2,325	2,579	2,917	3,954	636
3	4	31	31	213	249	144	-92	56	60	32	56	60	1,565	1,151	1,964	1,978	1,78	1,964	1,978	3,006	636
8	4	30	30	215	250	140	-140	24	28	-16	48	64	1,672	0,779	1,749	1,935	1,546	2,017	2,292	3,689	640
10	3	1	1	213	250	148	-136	0	4	-4	56	60	1,463	0,759	1,463	1,458	1,428	1,82	1,894	2,939	640
9	1	1	1	222	251	116	-92	40	56	32	56	64	1,623	1,148	1,979	2,113	1,908	2,113	2,167	2,701	644
1	1	29	29	211	251	160	-84	52	52	28	88	92	1,758	1,147	2,025	2,025	1,869	2,388	2,607	3,648	644
1	4	1	1	202	251	196	-64	104	100	88	100	104	1,264	1,053	1,914	1,885	1,828	1,885	1,914	3,194	644
10	2	30	30	223	252	116	-108	8	12	0	48	52	1,737	1,051	1,82	1,874	1,737	2,398	2,482	3,697	648
4	2	21	21	220	252	128	-140	-24	-24	-48	28	20	1,993	1,131	1,747	1,747	1,716	2,281	2,209	3,721	648
3	3	23	23	211	252	164	-140	20	16	-24	76	100	1,531	0,822	1,622	1,6	1,323	2,163	2,393	3,171	648
6	4	22	22	215	252	148	-88	56	56	52	72	88	1,582	1,07	2,001	2,001	1,89	2,405	2,45	3,395	648
3	4	35	1	210	252	168	-84	64	64	28	60	72	1,598	1,146	2,08	2,08	1,815	2,047	2,231	3,527	648
10	2	38	30	223	253	120	-116	8	12	-4	44	68	1,822	0,961	1,875	1,861	1,769	2,24	2,633	3,645	652
5	2	1	1	204	253	196	-60	80	80	52	96	100	1,412	1,177	1,959	1,959	1,734	2,157	2,195	3,58	652
5	2	35	1	204	253	196	-44	80	72	68	92	100	1,614	1,252	2,198	2,132	2,091	2,426	2,555	3,916	652
5	3	44	38	217	253	144	-120	8	8	-20	48	48	1,651	0,961	1,698	1,698	1,515	1,944	1,944	3,773	652
2	5	1	1	199	253	216	-88	64	68	56	104	120	1,335	0,852	1,669	1,713	1,639	2,148	2,236	3,324	652
7	4	28	28	209	253	176	-104	40	44	40	76	92	1,424	1,033	1,724	1,738	1,724	2,09	2,241	3,42	652
5	3	1	1	221	254	132	-140	-16	-8	-28	52	60	1,693	0,928	1,594	1,636	1,424	2,196	2,22	3,217	656
4	2	31	21	219	254	140	-136	-12	-8	-16	36	32	1,846	1,018	1,782	1,794	1,737	2,231	2,172	3,93	656
5	3	43	1	222	255	132	-112	8	4	-24	52	64	1,613	1,004	1,666	1,635	1,556	2,041	2,185	3,43	660
6	4	34	29	222	255	132	-124	4	4	-12	32	40	1,956	1,037	2,084	2,084	1,841	2,23	2,501	4,03	660
1	4	33	24	212	255	172	-88	100	92	88	96	108	1,534	1,034	2,236	2,111	2,042	2,171	2,323	3,17	660
6	5	26	26	189	256	268	-96	112	116	64	172	192	1,327	1,103	1,992	2,008	1,712	2,339	2,479	3,302	664
5	1	1	1	203	257	216	-60	116	116	88	160	160	1,39	1,148	1,967	1,967	1,874	2,542	2,542	3,509	668
3	4	36	31	213	258	180	-96	48	48	36	100	76	1,383	0,972	1,541	1,541	1,48	2,215	2,02	3,63	672
9	1	33	33	224	258	136	-132	-16	-4	-24	48	56	1,66	0,878	1,574	1,677	1,515	2,134	2,165	3,275	672
6	5	30	26	189	258	276	-112	100	104	64	184	212	1,326	0,838	1,774	1,823	1,532	2,479	2,632	3,863	672
3	3	31	1	213	258	180	-144	32	28	-16	80	88	1,546	0,825	1,74	1,684	1,48	1,981	2,045	3,125	672
2	3	25	25	209	259	200	-68	92	92	80	104	108	1,458	0,999	2,199	2,199	2,012	2,2	2,343	3,678	676
6	5	27	1	183	260	308	-68	136	136	92	176	164	1,151	0,968	1,718	1,718	1,517	1,861	1,822	3,383	680
7	5	26	26	220	262	168	-160	44	44	24	56	64	1,865	1,176	2,081	2,081	2,049	2,138	2,27	3,374	688
10	4	40	1	215	264	196	-140	88	92	16	68	116	1,666	0,758	2,545	2,65	1,833	2,205	2,959	4,187	696
