Pos,Channel,Cell,MothCell,BirthFr,DivFr,Lb,Lri1,Lri2,Lri3,Lrt,Ln,Lc,Ld,Tri1,Tri2,Tri3,Trt,Tn,Tc,Td
9,3,10,1,28,126,1.696,2.047,3.773,4.003,2.351,2.572,2.681,3.14,400,1220.0,1320.0,640,790,860,980
9,3,11,2,57,107,1.514,1.538,3.225,3.225,2.116,2.098,2.265,2.674,60,790.0,790.0,350,340,370,500
9,3,14,1,105,149,1.394,1.471,3.013,3.013,1.813,2.091,2.126,2.47,80,670.0,670.0,260,350,360,440
9,3,14,14,149,202,1.264,1.539,3.313,,2.045,2.131,2.267,2.617,210,870.0,,390,410,440,530
9,3,16,2,113,172,1.201,1.334,,,2.169,2.382,2.375,2.59,310,,,480,500,510,590
9,3,18,14,149,210,1.206,1.433,,,1.874,2.025,2.212,2.502,220,,,410,470,530,610
9,4,1,1,13,65,1.74,2.007,4.932,3.945,2.443,2.588,2.675,2.919,210,1090.0,860.0,380,410,440,520
9,4,1,1,65,157,1.647,2.285,3.61,3.94,2.539,2.62,2.885,3.269,580,1100.0,1200.0,760,790,850,920
9,4,1,1,157,207,1.746,1.995,,,2.375,2.375,2.702,2.962,180,,,350,350,440,500
9,4,2,2,25,64,1.385,1.71,4.272,4.235,2.181,2.378,2.451,2.678,150,730.0,770.0,270,310,330,390
9,4,10,1,13,132,1.368,1.716,4.588,4.543,2.479,3.123,3.266,3.818,260,1390.0,1510.0,540,930,980,1190
9,4,11,2,25,72,1.544,1.863,3.974,3.974,2.479,2.479,3.014,3.029,140,630.0,630.0,360,360,420,470
9,4,12,1,66,142,1.35,1.836,3.394,4.339,2.59,2.591,2.881,3.32,320,860.0,1200.0,540,530,640,760
9,5,2,2,35,126,1.223,1.714,3.593,3.336,2.066,2.129,2.246,2.672,460,1330.0,1190.0,710,740,780,910
9,5,3,3,49,115,1.52,1.799,,,2.229,2.229,2.455,2.827,180,,,500,510,570,660
9,5,4,4,17,52,1.456,1.477,,2.882,1.809,2.138,2.102,2.442,10,,600.0,190,290,280,350
9,5,9,4,17,52,1.242,1.369,,,1.647,1.84,1.916,2.151,50,,,260,280,300,350
9,5,11,2,35,148,1.127,1.519,,,2.037,2.119,2.279,2.575,390,,,780,960,1030,1130
9,5,15,1,88,125,1.409,1.436,3.102,2.806,1.853,1.935,2.016,2.446,50,650.0,580.0,210,240,270,370
9,5,15,15,125,190,1.214,1.572,3.109,3.506,2.031,2.135,2.233,2.673,280,900.0,1050.0,480,510,550,650
9,5,17,15,125,172,1.231,1.378,3.276,3.326,1.757,1.964,2.085,2.309,210,870.0,890.0,350,400,420,470
9,5,19,1,131,217,1.185,1.786,2.975,2.958,2.138,2.269,2.465,2.782,440,1060.0,1040.0,650,710,770,860
10,1,8,3,5,76,1.251,1.691,,,2.45,2.348,2.479,3.059,200,,,510,530,580,710
10,1,10,2,20,61,1.47,1.656,3.766,3.757,2.151,2.289,2.289,2.807,100,700.0,690.0,290,320,320,410
10,1,10,10,60,117,1.355,1.803,4.074,3.64,2.098,2.098,2.28,2.779,280,1150.0,1030.0,440,440,490,570
10,1,13,10,61,176,1.441,1.922,,,2.803,2.985,3.338,3.885,280,,,680,830,980,1150
10,3,1,1,124,162,2.052,2.191,4.367,4.295,2.674,2.716,2.905,3.173,100,680.0,650.0,270,280,330,380
10,3,1,1,162,235,1.673,2.319,,,2.695,2.724,2.891,3.191,310,,,550,580,650,730
10,3,2,2,36,87,1.885,2.018,4.053,3.774,2.347,2.46,2.508,3.031,110,890.0,810.0,290,370,410,510
10,3,2,2,89,153,1.646,2.098,,3.265,2.108,2.108,2.281,2.485,360,,860.0,540,540,570,640
10,3,8,8,38,79,1.933,2.165,2.917,3.287,2.351,2.395,2.289,2.557,90,640.0,710.0,300,320,340,410
10,3,8,8,80,130,1.43,1.529,,,2.104,2.245,2.383,2.607,220,,,370,400,450,500
10,3,13,1,123,172,1.86,1.935,4.038,3.572,2.554,2.512,2.828,3.136,70,800.0,720.0,280,360,410,490
10,3,18,13,172,239,1.65,1.864,,,2.47,2.751,2.674,2.993,220,,,410,560,580,670
10,4,3,3,49,149,1.444,1.844,,,2.262,2.479,2.417,2.728,440,,,770,860,800,1000
10,5,1,1,46,191,1.839,2.329,4.453,4.509,2.792,3.166,3.517,4.042,500,1670.0,1690.0,870,1120,1280,1450
10,5,3,3,36,73,1.69,1.653,3.163,,1.996,2.185,2.436,2.733,80,570.0,,180,240,300,370
10,5,3,3,72,125,1.389,1.681,3.922,3.551,2.072,2.122,2.403,2.857,200,870.0,830.0,370,390,450,530
10,5,8,3,36,79,1.371,1.413,3.572,3.582,1.961,2.169,2.446,2.672,130,690.0,660.0,270,330,380,430
10,5,11,1,47,132,1.369,1.699,3.11,4.142,2.346,2.505,2.641,2.936,390,970.0,1220.0,650,700,770,850
10,5,11,11,132,187,1.557,1.707,,3.563,2.332,2.593,2.591,2.761,130,,980.0,370,470,460,550
10,5,15,11,131,200,1.368,1.856,3.284,,2.092,2.284,2.505,2.68,390,1000.0,,520,570,630,690
11,1,1,1,26,145,1.724,2.1,3.999,3.999,2.711,3.067,3.262,3.619,240,1370.0,1370.0,610,900,1010,1190
11,1,1,1,143,197,1.92,2.118,4.049,4.074,2.544,2.594,2.764,3.189,170,770.0,760.0,360,380,430,540
11,1,2,2,75,124,1.719,1.778,3.314,3.156,2.079,2.201,2.297,2.496,120,890.0,830.0,320,380,440,490
11,1,2,2,124,198,1.248,1.599,,,1.714,1.88,2.341,2.45,400,,,560,590,660,740
11,1,3,3,72,128,1.556,1.852,,,2.202,2.383,2.449,2.881,270,,,400,480,500,560
11,1,10,1,24,93,1.324,1.633,3.631,3.336,1.949,2.105,2.242,2.714,220,1150.0,1030.0,430,520,580,690
11,1,10,10,92,182,1.335,1.898,2.924,2.993,2.278,2.347,2.483,2.829,470,1160.0,1200.0,730,770,830,900
11,1,10,10,182,236,1.505,1.704,,,2.041,2.164,2.244,2.562,260,,,400,440,450,540
11,1,14,2,75,116,1.625,1.66,2.721,2.716,2.237,2.333,2.39,2.643,90,590.0,600.0,320,330,350,410
11,1,14,14,117,168,1.303,1.506,,,2.116,2.269,2.269,2.695,160,,,380,430,430,510
11,1,16,10,93,160,1.357,1.619,4.038,3.015,1.923,1.979,2.05,2.448,340,1150.0,970.0,520,550,570,670
11,1,19,1,135,229,1.616,1.855,,,2.357,2.51,2.668,3.117,300,,,570,720,810,940
11,1,21,16,160,215,1.27,1.799,,,2.286,2.315,2.293,3.189,300,,,430,440,480,550
11,2,1,1,22,79,1.612,1.75,3.961,3.487,2.229,2.35,2.471,2.917,70,990.0,850.0,340,400,450,570
11,2,1,1,79,150,1.495,1.985,3.32,3.41,2.281,2.337,2.513,2.967,410,830.0,850.0,550,570,620,710
11,2,1,1,150,192,1.605,1.751,4.137,3.755,2.141,2.324,2.585,2.833,110,830.0,730.0,250,290,360,420
11,2,2,2,24,77,1.452,1.511,2.994,3.039,1.856,2.16,2.341,2.602,40,700.0,710.0,220,390,440,530
11,2,2,2,77,142,1.313,1.403,,,2.061,2.171,2.332,2.615,180,,,460,510,570,650
11,2,3,3,13,60,1.446,1.529,,3.211,1.996,2.433,2.595,2.767,120,,630.0,270,400,430,470
11,2,4,4,8,55,1.56,1.745,,,2.046,2.251,2.472,2.822,150,,,280,350,400,470
11,2,9,1,22,88,1.5,1.549,3.129,3.53,1.907,2.269,2.472,2.922,50,770.0,890.0,240,460,540,660
11,2,9,9,85,132,1.398,1.55,3.17,2.899,1.872,2.134,2.464,2.615,140,690.0,630.0,300,360,440,470
11,2,9,9,132,181,1.306,1.532,,,2.055,2.167,2.361,2.579,220,,,360,400,430,490
11,2,11,2,25,71,1.478,1.502,3.112,3.283,1.853,1.955,2.246,2.629,30,620.0,670.0,220,280,380,460
11,2,11,11,69,121,1.256,1.504,,,1.938,2.058,2.298,2.649,180,,,320,370,450,520
11,2,16,1,79,140,1.423,1.661,3.069,3.106,2.088,2.403,2.403,2.827,260,740.0,750.0,450,520,520,610
11,2,16,16,140,213,1.411,1.472,,,2.333,2.389,2.592,2.762,130,,,410,540,610,730
11,2,19,9,132,181,1.31,1.475,,,1.99,1.99,2.219,2.53,150,,,360,360,420,490
11,2,20,16,141,184,1.439,1.597,3.469,4.519,2.038,2.122,2.322,2.664,120,710.0,880.0,300,310,360,430
11,2,23,1,150,194,1.362,1.581,,,1.982,2.169,2.263,2.566,140,,,280,330,340,440
11,3,1,1,61,119,1.463,1.672,3.283,3.636,2.087,2.171,2.345,2.668,200,890.0,990.0,400,430,500,580
11,3,1,1,118,187,1.437,1.806,,,2.345,2.402,2.622,2.944,320,,,540,550,590,690
11,3,2,2,104,170,1.436,1.634,,3.368,1.959,2.171,2.51,2.772,190,,1050.0,390,470,590,660
11,3,3,3,22,77,1.253,1.479,2.921,2.873,1.871,1.871,2.083,2.335,240,780.0,770.0,410,410,480,550
11,3,3,3,79,135,1.224,1.425,3.415,3.457,1.799,1.799,1.804,2.134,220,910.0,900.0,430,430,490,560
11,3,4,4,33,87,1.269,1.458,,,1.751,2.02,2.478,2.606,170,,,310,400,480,540
11,3,11,3,22,93,1.329,1.621,,,2.039,2.237,2.581,2.921,250,,,410,560,640,710
11,3,12,4,31,79,1.322,1.39,,,1.927,2.079,2.176,2.363,170,,,350,370,400,480
11,3,14,1,59,142,1.247,1.669,2.903,2.995,2.078,2.081,2.324,2.853,310,910.0,940.0,600,630,710,830
11,3,14,14,139,195,1.305,1.431,,3.181,1.935,2.234,2.291,2.636,120,,970.0,350,430,450,560
11,3,15,3,78,130,1.144,1.458,,,1.972,2.108,2.456,2.718,200,,,390,400,440,520
11,3,20,1,118,198,1.2,1.636,,,2.102,2.118,2.192,2.477,430,,,650,660,690,800
11,3,23,14,142,184,1.477,1.551,,,1.815,1.831,1.926,2.282,120,,,280,300,330,420
11,4,1,1,78,133,1.479,1.905,3.445,4.27,2.239,2.239,2.477,2.72,320,840.0,1020.0,440,440,490,550
11,4,1,1,133,196,1.549,1.986,,,2.489,2.67,2.715,3.217,290,,,500,540,560,630
11,4,3,3,29,73,1.371,1.411,,3.011,1.901,1.969,2.104,2.569,170,,760.0,320,340,370,440
11,4,4,4,27,86,1.35,1.557,3.415,,2.263,2.202,2.641,2.995,290,760.0,,460,470,520,590
11,4,12,3,29,90,1.356,1.72,,,2.178,2.296,2.715,2.968,200,,,430,480,540,610
11,4,14,2,73,128,1.249,1.666,3.365,3.398,1.8,1.8,2.119,2.441,290,950.0,940.0,440,440,480,550
11,4,15,1,78,130,1.237,1.41,,2.932,1.812,1.812,2.031,2.342,190,,830.0,370,370,440,520
11,4,19,15,130,191,1.166,1.553,,,1.967,1.967,2.119,2.47,310,,,490,490,530,610
11,4,20,1,133,212,1.172,1.827,,,2.272,2.013,2.026,2.242,490,,,640,690,700,790
11,5,1,1,27,79,1.884,2.031,3.625,3.744,2.347,2.499,2.707,3.093,190,700.0,730.0,340,390,440,520
11,5,1,1,79,125,1.739,1.969,3.511,,2.275,2.409,2.588,2.857,170,770.0,,310,350,390,460
11,5,1,1,122,181,1.468,2.008,3.855,,2.495,2.535,2.6,2.836,330,1110.0,,510,520,540,590
11,5,2,2,41,104,1.269,1.61,3.127,3.894,1.986,2.086,2.281,2.578,250,910.0,1090.0,480,510,550,630
11,5,2,2,105,168,1.217,1.531,,,2.19,2.19,2.535,2.859,250,,,500,500,570,630
11,5,3,3,57,118,1.5,1.604,,,2.017,2.397,2.629,3.149,90,,,330,450,520,610
11,5,4,4,14,64,1.556,1.701,2.747,2.758,2.09,2.183,2.449,2.59,130,700.0,670.0,300,380,450,500
11,5,11,4,14,59,1.597,1.692,,,1.961,2.142,2.363,2.66,80,,,220,310,380,450
11,5,12,1,27,113,1.65,1.992,3.153,3.424,2.35,2.492,2.643,3.057,480,970.0,1020.0,650,720,760,860
11,5,12,12,113,167,1.518,1.663,4.168,4.15,2.166,2.189,2.387,2.817,120,1110.0,1130.0,360,370,420,540
11,5,14,2,41,96,1.288,1.489,,,1.762,2.143,2.174,2.423,200,,,370,460,470,550
11,5,18,1,77,135,1.294,1.7,3.519,3.505,2.105,2.187,2.187,2.599,230,960.0,930.0,400,470,470,580
12,1,1,1,62,123,1.551,1.875,3.943,3.968,2.215,2.48,2.541,2.807,300,1050.0,1070.0,450,530,550,610
12,1,1,1,123,220,1.513,2.262,,,2.508,2.953,3.208,3.469,440,,,580,760,850,970
12,1,12,1,61,148,1.443,1.882,3.62,3.62,2.433,2.418,2.574,2.899,450,1190.0,1190.0,690,680,750,870
12,1,12,12,148,222,1.359,1.724,,,2.095,2.29,2.36,2.729,330,,,500,590,610,740
12,1,13,2,78,199,1.568,2.129,,,2.49,2.875,2.994,3.414,600,,,920,1070,1100,1210
12,1,14,3,79,159,1.433,1.977,,,2.227,2.25,2.529,2.842,510,,,650,670,750,800
12,1,16,1,123,233,1.293,1.687,,,2.638,2.693,2.658,2.418,470,,,780,890,1010,1100
12,1,18,12,147,221,1.525,2.049,,,2.504,2.513,2.668,2.909,340,,,580,590,660,740
12,2,2,2,36,87,1.452,1.462,3.392,3.226,1.92,1.951,2.185,2.552,180,890.0,820.0,370,380,440,510
12,2,2,2,88,178,1.361,1.781,3.877,3.622,2.312,2.71,2.83,3.253,370,1220.0,1190.0,650,780,820,900
12,2,10,2,35,81,1.381,1.575,3.58,3.29,2.018,2.058,2.247,2.569,170,830.0,780.0,330,340,400,460
12,2,13,2,87,147,1.221,1.511,,,2.18,2.18,2.401,2.504,300,,,460,460,530,600
12,3,2,2,49,123,1.404,1.786,3.489,,2.242,2.465,2.478,2.72,270,1220.0,,510,620,640,740
12,3,2,2,123,206,1.492,1.933,3.547,3.619,2.177,2.177,2.437,2.921,470,1100.0,1130.0,650,650,740,830
12,3,3,3,99,133,1.704,1.88,2.892,3.266,2.162,2.18,2.224,2.464,60,590.0,650.0,220,250,280,340
12,3,7,7,9,60,1.224,1.689,,3.563,2.011,2.077,2.084,2.232,170,,820.0,350,420,430,510
12,3,9,9,110,190,1.383,1.848,2.649,,2.194,2.249,2.412,2.708,510,870.0,,670,690,730,800
12,3,12,3,99,142,1.501,1.718,,,2.21,2.248,2.439,2.689,170,,,320,330,390,430
12,4,1,1,38,99,1.42,1.81,3.926,3.504,2.333,2.333,2.724,2.84,310,970.0,870.0,480,480,530,610
12,4,1,1,99,169,1.535,1.99,4.168,3.676,2.338,2.448,2.864,3.098,350,1180.0,940.0,510,540,650,700
12,4,9,1,38,96,1.169,1.436,3.666,3.315,1.795,1.737,2.048,2.342,290,1030.0,940.0,460,430,540,580
12,4,9,9,95,171,1.058,2.094,,,2.444,2.509,2.617,3.015,520,,,650,660,700,760
12,4,11,11,152,206,1.244,2.056,,,2.351,2.351,2.418,2.966,320,,,450,450,470,540
12,4,13,11,152,211,1.367,2.063,,,2.402,2.358,2.844,2.801,330,,,480,470,530,590
12,5,1,1,63,112,1.538,1.838,3.727,,2.289,2.289,2.488,2.867,210,810.0,,360,360,410,490
12,5,1,1,112,173,1.613,2.099,4.192,4.886,2.548,2.548,2.849,3.172,330,1040.0,1240.0,480,480,550,610
12,5,2,2,55,160,1.26,1.646,,,2.091,2.166,2.277,2.465,440,,,740,800,890,1050
12,5,3,3,50,110,1.266,1.391,,,1.779,1.795,1.918,2.239,150,,,350,410,520,600
12,5,7,7,10,46,1.43,1.334,,,1.612,1.84,1.957,2.384,60,,,200,250,290,360
12,5,16,2,55,127,1.269,1.869,,,2.238,2.317,2.282,2.851,390,,,550,570,650,720
12,5,17,1,62,114,1.194,1.389,3.835,3.14,1.783,1.913,2.082,2.307,210,1150.0,1030.0,380,410,450,520
12,5,21,1,110,230,1.241,2.236,,,2.681,2.828,3.14,3.368,600,,,910,1020,1120,1200
12,5,22,17,114,191,1.119,1.477,,,2.142,2.154,2.146,2.522,500,,,660,670,690,770
13,1,1,1,93,148,1.938,2.143,3.991,5.16,2.554,2.623,2.844,3.031,160,840.0,1000.0,380,420,500,550
13,1,12,1,91,142,1.608,2.153,,,2.627,2.651,2.595,2.901,250,,,420,430,410,510
13,1,14,1,148,228,1.407,2.544,,,2.525,2.616,2.859,3.211,460,,,600,660,710,800
13,2,1,1,37,101,1.648,2.3,5.013,4.052,2.689,2.656,2.836,3.088,400,1280.0,1070.0,540,530,570,640
13,2,1,1,101,209,1.595,2.329,,,2.739,2.793,2.925,3.182,650,,,880,930,970,1080
13,2,2,2,108,182,1.275,1.621,,,1.917,2.209,2.484,2.375,380,,,560,670,680,740
13,2,11,5,7,71,1.304,1.586,,,1.972,1.972,2.248,2.478,310,,,510,510,580,640
13,2,13,1,37,94,1.273,1.525,,3.581,1.865,1.865,1.909,2.41,270,,1100.0,460,460,470,570
13,2,13,13,96,195,1.217,2.011,,,2.501,2.494,2.608,3.062,670,,,830,840,900,990
13,2,14,2,50,148,1.314,1.841,3.114,,2.023,2.07,2.383,2.732,510,1140.0,,770,800,920,980
13,2,16,13,96,180,1.285,1.745,,,1.988,2.0,2.038,2.868,500,,,690,700,750,840
13,2,17,1,101,167,1.493,1.838,,4.072,2.322,2.335,2.289,2.772,390,,1210.0,570,560,590,660
13,3,7,7,34,127,1.894,2.586,4.456,4.119,3.044,3.044,3.41,3.642,580,1150.0,1100.0,770,770,880,930
13,3,7,7,128,171,1.93,2.273,4.79,3.804,2.601,2.833,2.766,3.053,210,970.0,750.0,330,360,350,430
13,3,13,7,127,170,1.736,2.075,3.546,,2.243,2.448,2.53,2.96,170,650.0,,280,350,360,430
13,3,13,13,170,238,1.383,2.085,,,2.487,2.572,2.632,3.147,360,,,560,580,590,680
13,3,15,7,171,236,1.482,1.905,,,2.54,2.54,2.673,2.886,320,,,540,540,570,650
13,4,1,1,11,49,1.501,1.535,3.075,3.191,1.733,2.13,2.271,2.477,20,600.0,630.0,140,270,310,380
13,4,1,1,49,111,1.343,1.628,3.345,3.004,1.929,2.053,2.368,2.512,210,1000.0,870.0,380,440,540,620
13,4,1,1,111,185,1.376,1.804,3.651,,2.151,2.172,2.488,2.779,400,1220.0,,570,580,670,740
13,4,6,1,11,55,1.296,1.302,2.78,2.742,1.73,1.848,2.082,2.267,10,630.0,620.0,230,280,360,440
13,4,6,6,55,113,1.138,1.444,,2.976,1.892,2.086,2.298,2.472,200,,870.0,360,420,500,580
13,4,7,2,13,86,1.433,1.418,2.687,2.782,1.59,1.847,2.062,2.391,10,830.0,890.0,340,580,650,730
